,day,item_number,item_name,purchase_price,suggested_retail_price,orders_quantity,sales_quantity
269,2021-12-28,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0
270,2021-12-29,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,18.0
271,2021-12-30,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,33.0
272,2021-12-31,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,20.0
273,2022-01-01,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
274,2022-01-02,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
275,2022-01-03,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0
276,2022-01-04,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,10.0
277,2022-01-05,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,6.0
278,2022-01-06,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0
279,2022-01-07,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,5.0
280,2022-01-08,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,1.0
281,2022-01-09,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
282,2022-01-10,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,8.0
283,2022-01-11,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0
284,2022-01-12,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,6.0
285,2022-01-13,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,1.0
286,2022-01-14,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,2.0
287,2022-01-15,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,19.0
288,2022-01-16,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
289,2022-01-17,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,15.0
290,2022-01-18,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,12.0
291,2022-01-19,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,11.0
292,2022-01-20,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,8.0
293,2022-01-21,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,18.0
294,2022-01-22,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,16.0
295,2022-01-23,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
296,2022-01-24,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,10.0
297,2022-01-25,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,0.0,9.0
298,2022-01-26,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,9.0
299,2022-01-27,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,0.0,18.0
300,2022-01-28,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,10.0
301,2022-01-29,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,17.0
302,2022-01-30,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
303,2022-01-31,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,10.0,15.0
304,2022-02-01,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,10.0,12.0
305,2022-02-02,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,6.0
306,2022-02-03,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,15.0
307,2022-02-04,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,17.0
308,2022-02-05,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,18.0
309,2022-02-06,80317483,ROMA TOMATEN ES I 500G SF,0.978450704225352,1.5463380281690144,0.0,0.0
310,2022-02-07,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,10.0,8.0
311,2022-02-08,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,10.0,14.0
312,2022-02-09,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,0.0,16.0
